property_type,room_type,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,host_has_profile_pic,host_identity_verified,host_since,instant_bookable,last_review,latitude,longitude,number_of_reviews,review_scores_rating,bedrooms,beds,host_response_rate_n,host_since_na,last_review_na,review_scores_rating_na,host_response_rate_n_na,price
1,1,0,0,1,2,1,0,2,26,1,25,40.86691549634222,-73.888120652727,0,96.0,0,0,1.0,0,1,1,0,39.99999999999998
1,1,1,0,1,2,1,0,2,32,1,25,40.784073220438536,-73.95190987329603,22,75.0,3,3,0.9,0,0,0,0,62.00000000000001
1,1,1,0,1,0,1,0,2,89,0,25,40.710700407059534,-74.00633392931591,0,96.0,0,0,1.0,0,1,1,0,150.00000000000009
0,1,2,0,1,2,0,0,2,52,1,25,40.74449347180767,-73.88095685546165,14,87.0,0,1,0.89,0,0,0,0,45.000000000000014
1,1,2,0,1,2,1,0,1,35,0,25,40.745550480471465,-73.9213927793447,20,100.0,0,1,1.0,0,0,0,0,108.00000000000003
1,2,1,0,1,0,1,0,1,98,1,35,40.80803383549086,-73.94896604892438,4,95.0,0,0,1.0,0,0,0,1,125.00000000000004
1,1,1,0,1,1,0,1,2,58,1,25,40.72715103507578,-73.98100558764492,0,96.0,0,0,1.0,0,1,1,1,100.00000000000004
1,2,3,0,1,0,1,0,1,77,1,53,40.81508733309508,-73.96018906140625,4,85.0,0,1,1.0,0,0,0,1,119.99999999999997
1,1,1,1,1,1,1,0,1,29,0,25,40.833358823510736,-73.8863622700873,14,99.0,0,0,1.0,0,0,0,0,74.99999999999997
1,1,1,0,1,1,0,0,1,76,1,51,40.74532167199205,-73.91974352729916,3,87.0,0,0,1.0,0,0,0,1,74.99999999999997
1,1,1,0,1,2,1,0,1,49,1,25,40.71803618673454,-73.93990453381538,4,100.0,0,0,1.0,0,0,0,0,117.00000000000003
1,2,1,0,1,1,0,0,1,78,0,25,40.68422255821,-73.95666071668995,72,93.0,0,0,1.0,0,0,0,0,126.99999999999987
1,1,1,0,1,1,1,0,1,99,1,66,40.70365105508733,-73.92710977459095,1,96.0,0,0,1.0,0,0,1,1,50.00000000000004
1,1,1,0,1,1,0,0,2,76,1,25,40.71976521198936,-73.98176106606668,0,96.0,0,0,1.0,0,1,1,1,100.00000000000004
1,1,1,0,1,2,1,0,1,74,1,25,40.82154837713008,-73.95517043786492,27,97.0,0,0,0.6,0,0,0,0,78.0
1,1,1,0,1,1,0,0,1,55,1,25,40.68987711504625,-73.95396192573979,0,96.0,2,1,1.0,0,1,1,1,100.00000000000004
1,0,0,0,1,1,0,0,1,57,1,36,40.87812998726957,-73.9106391554725,3,100.0,0,0,0.5,0,0,0,0,39.99999999999998
0,1,1,0,1,0,0,0,1,65,1,25,40.69549610911857,-73.86280656327506,62,93.0,0,0,1.0,0,0,0,0,44.000000000000014
1,2,1,0,1,2,1,0,2,36,1,25,40.76606267610551,-73.99488034472256,6,90.0,0,0,1.0,0,0,0,0,144.99999999999997
1,1,1,0,1,2,1,0,1,72,1,24,40.76542731510078,-73.99153608165206,58,92.0,0,0,1.0,0,0,0,0,100.00000000000004
1,2,1,0,1,1,1,0,1,64,1,35,40.70121175966997,-73.92401389290582,2,100.0,0,0,1.0,0,0,0,1,79.99999999999997
1,1,0,0,1,2,1,0,2,59,0,28,40.7265980750169,-74.00211141408563,1,100.0,0,0,0.8,0,0,0,0,69.00000000000001
1,2,1,0,1,0,1,0,2,51,1,49,40.77111676011322,-73.95187757149986,1,80.0,0,1,1.0,0,0,0,0,189.00000000000037
1,2,4,0,1,1,1,0,1,42,1,39,40.71757582130295,-73.95015339583473,1,80.0,2,3,1.0,0,0,0,1,249.9999999999999
1,2,4,0,1,0,1,0,2,26,0,25,40.79962879755996,-73.96405215938303,0,96.0,2,2,1.0,0,1,1,0,98.99999999999999
1,1,0,0,1,1,0,0,2,27,1,25,40.71409298157912,-73.94982771834799,2,100.0,0,0,1.0,0,0,0,0,46.99999999999995
1,1,1,0,1,0,1,0,1,44,1,25,40.69465334872643,-73.95228178473498,69,95.0,0,0,1.0,0,0,0,0,69.00000000000001
1,2,2,0,1,0,1,0,2,44,1,25,40.80113310616765,-73.96935964111822,11,96.0,0,0,1.0,0,0,0,0,184.99999999999991
1,1,1,0,1,2,0,0,1,30,0,25,40.82840449026826,-73.94628251156654,15,88.0,0,0,1.0,0,0,0,0,59.999999999999986
0,1,0,0,1,2,1,0,1,38,1,25,40.68875317025623,-73.95400856968986,5,92.0,0,0,1.0,0,0,0,0,64.99999999999999
1,2,4,0,1,2,1,0,1,47,1,25,40.709310604598606,-73.96235151659074,90,88.0,2,2,1.0,0,0,0,0,179.0
1,2,2,0,1,2,1,0,1,42,1,33,40.77102159222157,-73.94670792813136,1,100.0,0,1,1.0,0,0,0,1,79.99999999999997
1,1,0,0,1,2,1,0,1,51,1,25,40.68760358267718,-73.99323431193416,29,99.0,0,0,1.0,0,0,0,0,74.99999999999997
1,2,1,0,1,2,1,0,2,90,1,25,40.71593039538411,-73.99030591839472,11,98.0,0,0,1.0,0,0,0,0,150.00000000000009
1,1,0,0,1,2,1,0,2,56,1,25,40.828370003019,-73.94853529503135,2,100.0,0,0,1.0,0,0,0,0,85.99999999999982
1,1,0,0,1,1,0,0,1,41,0,25,40.67850092650605,-73.91477913209782,0,96.0,0,0,1.0,0,1,1,1,74.99999999999997
1,1,1,0,1,1,1,0,2,52,0,27,40.72035716198423,-73.98457942522013,5,100.0,0,0,1.0,0,0,0,0,209.99999999999994
1,2,1,0,1,1,1,0,2,45,1,41,40.6478622072072,-73.96063712289764,2,100.0,1,0,1.0,0,0,0,1,98.00000000000004
1,1,1,0,1,0,1,0,1,38,1,24,40.76248635852361,-73.9910262839378,80,97.0,0,0,1.0,0,0,0,0,79.99999999999997
1,2,3,0,1,1,0,0,2,89,1,25,40.78125057521164,-73.94851198755231,0,96.0,0,0,1.0,0,1,1,1,249.9999999999999
2,2,3,0,1,0,1,1,2,32,0,25,40.735213626237496,-73.9814663692817,2,100.0,2,1,1.0,0,0,0,0,160.00000000000023
1,1,2,0,1,2,1,0,1,88,1,24,40.69683992689272,-73.99397381591986,9,100.0,0,0,1.0,0,0,0,0,115.00000000000001
1,1,0,0,0,2,1,0,1,84,1,25,40.699177484002966,-73.92885719340678,22,97.0,0,0,1.0,0,0,0,0,64.00000000000003
1,1,1,0,1,1,0,0,1,49,1,25,40.68627065420951,-73.94898332103531,0,96.0,0,0,1.0,0,1,1,1,65.99999999999997
1,1,1,0,1,1,0,0,2,51,1,25,40.84880552485684,-73.9393650141617,0,96.0,0,0,1.0,0,1,1,1,74.99999999999997
1,2,3,0,1,1,0,0,2,70,1,25,40.77924228469009,-73.95091952254799,0,96.0,1,0,1.0,0,1,1,1,150.00000000000009
1,2,4,2,1,2,1,0,2,27,0,25,40.77278125656686,-73.95327776117492,8,90.0,2,2,0.96,0,0,0,0,198.99999999999997
1,2,0,0,1,0,1,0,1,70,1,25,40.73376983952426,-74.00092164095186,0,96.0,0,0,1.0,0,1,1,0,169.9999999999999
1,1,0,0,1,2,1,0,2,39,0,25,40.65858923242815,-73.98192762355445,17,93.0,0,0,1.0,0,0,0,0,46.0
0,1,1,2,1,2,1,0,2,27,0,25,40.77522215273287,-73.91245759068462,10,100.0,0,0,1.0,0,0,0,0,55.000000000000014
1,2,0,0,1,1,0,0,2,93,0,25,40.77699002990917,-73.98863891405408,0,96.0,0,0,1.0,0,1,1,0,100.00000000000004
1,2,4,0,1,2,1,0,2,54,1,25,40.71789792485547,-73.9893131382007,34,82.0,0,1,0.9,0,0,0,0,220.00000000000048
0,1,1,0,1,2,1,0,1,50,1,25,40.66192381314861,-73.86764149452567,13,91.0,0,0,1.0,0,0,0,0,45.000000000000014
1,2,3,0,1,0,1,0,2,111,1,31,40.6800047669001,-73.98360499009308,2,100.0,2,1,1.0,0,0,0,1,100.00000000000004
1,2,3,1,1,2,1,0,1,129,1,59,40.80623610139571,-73.9462947742541,5,100.0,2,0,0.75,0,0,0,0,199.99999999999991
1,1,0,1,1,1,0,0,2,56,1,25,40.64157867857232,-73.97141728201882,0,96.0,0,0,1.0,0,1,1,1,199.99999999999991
1,2,1,0,1,2,1,0,2,77,1,25,40.68683127281688,-73.92921865670597,117,91.0,0,0,1.0,0,0,0,0,85.00000000000001
1,2,3,0,1,2,1,0,2,47,1,25,40.76359851674079,-73.99016814023167,80,84.0,0,1,1.0,0,0,0,0,175.00000000000006
1,1,1,0,1,0,1,0,1,32,1,25,40.6835492423575,-73.93969843209591,21,99.0,0,0,1.0,0,0,0,0,79.99999999999997
1,2,4,0,1,2,1,0,2,89,0,25,40.69619083672051,-73.90127426799147,0,96.0,2,2,1.0,0,1,1,0,129.99999999999997
1,2,4,2,1,2,1,0,1,31,1,25,40.71230711179233,-73.94366513383143,13,90.0,2,2,0.7,0,0,0,0,300.0000000000002
1,1,0,0,1,2,1,0,1,107,1,33,40.72371995764476,-73.95694084381299,41,81.0,0,0,0.95,0,0,0,0,76.99999999999996
1,2,1,0,1,1,0,0,2,27,0,25,40.87013347451555,-73.87719030200273,0,96.0,0,0,1.0,0,1,1,1,125.00000000000004
1,2,3,0,1,0,1,0,1,68,1,42,40.716452592515616,-74.00402373843356,2,100.0,0,0,1.0,0,0,0,1,249.9999999999999
0,2,4,1,1,2,1,0,1,89,1,24,40.64228649299781,-73.96547571106325,129,96.0,3,3,1.0,0,0,0,0,313.9999999999999
1,1,1,0,1,1,0,0,1,43,1,25,40.65589846485262,-73.95443102002149,0,96.0,0,0,1.0,0,1,1,1,64.99999999999999
1,1,0,0,1,0,0,0,1,53,1,25,40.72537684790881,-73.95691494463284,0,96.0,0,1,1.0,0,1,1,0,52.000000000000036
1,2,3,0,0,1,1,0,2,76,1,26,40.65829321014239,-73.95946723561033,3,90.0,0,1,1.0,0,0,0,1,119.99999999999997
1,2,1,0,0,0,1,0,2,107,1,33,40.75822943784085,-73.98777412409424,4,93.0,1,0,1.0,0,0,0,0,100.00000000000004
1,2,4,0,1,0,1,0,1,82,1,25,40.72704705078137,-73.98786671919851,23,89.0,2,3,1.0,0,0,0,0,224.9999999999998
0,2,4,0,1,2,1,0,2,70,1,26,40.61041918835476,-74.12276898285623,2,100.0,3,3,1.0,0,0,0,0,268.9999999999995
1,1,1,0,1,2,1,0,2,39,0,25,40.69676636989971,-73.93027478304667,55,96.0,0,0,1.0,0,0,0,0,46.0
1,1,0,0,1,1,0,0,2,29,1,25,40.67413037195568,-73.92952674883765,0,96.0,1,0,0.0,0,1,1,0,50.00000000000004
1,1,1,0,1,2,0,0,1,91,0,25,40.704087429306384,-73.9248204055594,4,95.0,0,0,1.0,0,0,0,0,85.00000000000001
1,2,3,0,1,2,1,0,1,90,1,26,40.695840528432655,-73.98308355112779,5,96.0,0,0,1.0,0,0,0,0,129.99999999999997
1,1,1,0,1,0,0,0,1,106,1,25,40.71397711862075,-73.95763362923358,143,92.0,0,0,1.0,0,0,0,0,69.00000000000001
1,1,1,0,1,0,1,0,2,49,1,29,40.702684401939344,-73.93543232081656,2,100.0,0,1,0.8,0,0,0,0,56.00000000000002
2,2,2,2,1,0,0,0,1,60,1,25,40.800060850750505,-73.94589803323541,0,96.0,2,1,1.0,0,1,1,1,199.99999999999991
1,1,0,0,1,1,0,0,2,45,0,25,40.72634746690849,-73.94820226748206,0,96.0,0,0,0.0,0,1,1,0,50.00000000000004
1,1,1,1,1,2,1,0,1,48,1,30,40.69502291084113,-73.91259284962617,10,90.0,0,0,1.0,0,0,0,0,68.00000000000001
1,1,1,0,1,1,1,0,1,73,0,25,40.74669313289404,-73.710125672705,0,96.0,2,0,1.0,0,1,1,0,55.000000000000014
1,1,1,1,1,1,0,0,1,78,1,25,40.704784613532645,-73.92766718955271,0,96.0,0,0,1.0,0,1,1,1,59.999999999999986
1,2,1,0,1,2,1,0,2,92,1,29,40.6785536775053,-73.96751096267563,3,100.0,0,0,1.0,0,0,0,0,125.00000000000004
1,1,2,1,1,2,1,0,2,51,1,25,40.69164456689514,-73.94213305500678,76,83.0,0,1,0.9,0,0,0,0,62.99999999999999
1,1,1,0,1,2,1,0,1,92,1,25,40.7025371297887,-73.92926637336579,11,93.0,0,0,1.0,0,0,0,0,59.999999999999986
1,1,1,0,1,1,0,0,2,60,0,25,40.820421294859216,-73.95305075469638,0,96.0,0,0,1.0,0,1,1,1,64.99999999999999
1,1,1,0,1,1,1,0,2,47,1,25,40.76695531892642,-73.99138943375729,0,96.0,0,0,1.0,0,1,1,1,89.99999999999967
1,1,1,0,1,2,0,0,1,76,0,25,40.7665211842542,-73.93502264666013,15,87.0,0,0,0.83,0,0,0,0,50.00000000000004
1,2,1,0,1,1,1,1,2,44,1,37,40.74014083803231,-73.99989115745551,4,100.0,0,0,1.0,0,0,0,0,275.00000000000057
1,2,4,0,1,2,1,0,1,112,0,25,40.68281304045724,-73.93524181855119,87,92.0,0,3,1.0,0,0,0,0,115.00000000000001
1,1,1,0,1,1,1,0,2,25,1,25,40.63324855676096,-73.9569344112073,0,96.0,0,0,1.0,0,1,1,1,50.00000000000004
1,1,1,0,1,2,1,0,1,43,1,25,40.713937103076674,-73.94995211456133,79,98.0,0,0,1.0,0,0,0,0,89.99999999999967
1,1,0,0,1,1,0,0,1,77,1,33,40.84706229733772,-73.9397060261728,1,100.0,2,0,1.0,0,0,0,1,45.000000000000014
1,0,1,0,1,1,0,0,2,75,1,25,40.67088641664329,-73.96035118684603,0,96.0,0,0,1.0,0,1,1,1,70.00000000000003
1,2,4,0,1,0,1,0,1,105,1,25,40.71410688275135,-73.98238145952425,0,96.0,0,1,1.0,0,1,1,0,184.99999999999991
1,2,3,1,1,2,1,0,1,69,1,33,40.78731372753329,-73.97805136122341,2,100.0,2,2,1.0,0,0,0,1,300.0000000000002
1,2,1,0,1,2,0,0,1,72,1,35,40.724810730731726,-74.00354977904006,33,98.0,1,0,1.0,0,0,0,0,220.00000000000048
1,1,0,0,1,2,1,0,1,47,1,39,40.703445003840976,-73.91124305595723,6,90.0,0,0,1.0,0,0,0,0,55.000000000000014
2,1,3,1,1,0,1,0,1,124,0,25,40.68069398297942,-73.97705849663005,97,93.0,0,1,0.97,0,0,0,0,119.99999999999997
1,2,1,0,1,0,1,0,1,75,1,30,40.68604844781088,-73.97516531351805,1,100.0,1,0,1.0,0,0,0,0,74.99999999999997
1,1,1,0,1,2,1,0,2,39,1,39,40.69775112878673,-73.98300257241671,1,100.0,0,0,0.67,0,0,0,0,79.99999999999997
2,1,1,0,1,1,1,0,1,92,1,25,40.67146857814907,-73.94979037411977,0,96.0,0,0,1.0,0,1,1,1,110.00000000000004
1,2,2,0,1,0,1,0,1,47,1,28,40.59592429332698,-73.97523194958659,5,96.0,0,1,1.0,0,0,0,0,100.00000000000004
1,1,1,0,1,1,1,0,1,83,1,26,40.79437605554211,-73.94361687078914,4,80.0,0,0,0.97,0,0,0,0,100.00000000000004
1,1,1,0,1,1,0,0,2,59,1,29,40.6956323238731,-73.9320618868808,1,60.0,0,0,1.0,0,0,0,1,46.99999999999995
1,2,3,0,1,1,0,0,2,59,1,58,40.57990903804957,-73.95943690804914,1,100.0,0,1,1.0,0,0,0,1,100.00000000000004
1,2,1,0,1,2,1,0,1,60,0,25,40.7873449333421,-73.95135101933899,0,96.0,1,0,1.0,0,1,1,0,125.00000000000004
1,2,1,0,1,0,1,0,1,62,1,52,40.71030546025855,-74.01557458936999,9,94.0,0,0,1.0,0,0,0,1,324.99999999999994
1,2,1,0,1,2,1,0,1,82,1,25,40.744496395670296,-73.97582739610324,13,92.0,0,0,1.0,0,0,0,0,147.99999999999994
1,1,3,0,1,2,1,0,2,64,0,25,40.77751103800424,-73.9090231056521,12,93.0,0,0,1.0,0,0,0,0,59.999999999999986
1,1,0,0,1,0,0,0,2,54,0,25,40.7106979312908,-73.94295302015348,0,96.0,0,0,1.0,0,1,1,0,70.00000000000003
1,1,1,0,1,0,1,0,1,40,1,25,40.7203005698015,-73.95728786345343,0,96.0,0,0,1.0,0,1,1,0,98.00000000000004
1,2,1,0,1,0,1,0,1,94,1,25,40.736407405390594,-74.00390053679503,115,95.0,1,0,1.0,0,0,0,0,224.9999999999998
1,1,1,0,1,1,1,0,1,61,1,25,40.70414637696491,-74.00915940469349,1,100.0,0,0,1.0,0,0,0,0,48.99999999999999
0,2,4,2,1,2,1,0,1,105,1,26,40.64444331470212,-74.08301554504564,13,95.0,3,3,1.0,0,0,0,0,175.00000000000006
1,2,1,0,0,2,1,0,1,49,1,25,40.81118823571271,-73.9475118900085,0,96.0,0,1,1.0,0,1,1,0,64.99999999999999
1,1,2,0,1,2,1,0,1,46,0,25,40.67349726037653,-73.97644197381071,62,92.0,0,0,1.0,0,0,0,0,85.00000000000001
2,2,3,0,1,0,1,0,2,59,1,52,40.71998100777676,-73.95837753036571,3,93.0,1,2,0.75,0,0,0,0,195.0
1,1,1,2,1,0,1,0,1,98,1,25,40.76073035438945,-73.93152390811883,25,99.0,0,0,1.0,0,0,0,0,85.00000000000001
1,1,1,1,1,2,1,0,1,61,1,48,40.80219627786139,-73.95737189519032,2,90.0,0,0,1.0,0,0,0,1,98.99999999999999
1,1,1,0,1,2,1,0,1,69,0,24,40.845430727996366,-73.94283408200185,78,97.0,0,0,1.0,0,0,0,0,57.999999999999986
1,1,1,0,1,1,0,0,1,87,1,27,40.685072262693424,-73.93268582975057,2,70.0,0,0,1.0,0,0,0,1,70.00000000000003
1,1,1,0,1,0,1,0,1,87,1,27,40.68686900865799,-73.98621195917781,1,100.0,1,0,1.0,0,0,0,1,89.99999999999967
1,1,1,0,1,2,0,0,1,43,1,25,40.84810438879469,-73.9384344340832,13,95.0,0,0,1.0,0,0,0,0,41.00000000000004
1,1,0,0,1,1,1,0,2,42,0,25,40.76247429135872,-73.96238041882506,0,96.0,0,0,1.0,0,1,1,1,55.000000000000014
1,1,0,0,1,2,1,0,1,96,0,25,40.68561268330132,-73.97611261585037,11,96.0,0,0,1.0,0,0,0,0,50.00000000000004
1,2,1,0,1,1,0,0,1,98,1,25,40.80545232512603,-73.9556324378984,2,100.0,0,0,1.0,0,0,0,0,74.99999999999997
1,2,1,0,1,2,1,0,1,82,0,25,40.69243429347542,-73.9144787947683,134,94.0,1,0,1.0,0,0,0,0,88.00000000000003
1,2,2,0,1,0,0,0,1,47,1,25,40.72753371397032,-73.97825213732472,2,100.0,0,0,1.0,0,0,0,0,199.99999999999991
1,2,4,0,1,2,1,0,1,51,1,37,40.819488404605686,-73.95675613037285,4,95.0,0,0,0.75,0,0,0,0,100.00000000000004
1,1,1,2,1,1,0,0,2,92,0,25,40.71084974025907,-73.98831887425484,0,96.0,3,0,1.0,0,1,1,0,98.99999999999999
1,2,3,0,1,0,1,0,1,93,1,44,40.645844447118826,-74.01003036579701,4,100.0,2,1,1.0,0,0,0,0,149.0
1,2,1,0,1,0,1,0,1,61,1,35,40.671158616772686,-73.94292627977713,11,98.0,0,0,1.0,0,0,0,1,64.99999999999999
1,1,1,2,1,0,0,0,1,38,0,27,40.76730937160085,-73.92633593017017,5,88.0,0,0,1.0,0,0,0,0,55.000000000000014
1,1,1,0,1,0,1,0,1,112,0,26,40.70514175019753,-73.9192191627338,37,94.0,0,0,0.75,0,0,0,0,79.99999999999997
1,1,0,0,1,2,0,0,1,112,1,49,40.71354364279016,-73.99118982826495,1,80.0,0,0,0.6,0,0,0,0,89.99999999999967
1,2,3,0,1,2,1,0,2,51,1,25,40.72737278635617,-73.99923606657937,1,100.0,0,0,1.0,0,0,0,0,300.0000000000002
1,2,3,0,1,2,1,0,2,83,0,25,40.73436404587697,-74.002492139015,21,90.0,0,1,0.9,0,0,0,0,242.00000000000009
2,2,1,0,1,1,0,0,1,81,1,46,40.71268974485435,-73.98170998678125,1,100.0,0,0,1.0,0,0,0,1,199.99999999999991
1,2,2,0,1,1,0,0,1,93,1,40,40.70110050551731,-73.90963731908666,1,80.0,2,1,1.0,0,0,0,1,100.00000000000004
1,2,2,0,1,1,1,0,2,26,1,25,40.702580619665454,-73.92466106214717,0,96.0,0,0,0.86,0,1,1,0,110.00000000000004
1,1,0,0,1,2,1,0,1,85,1,25,40.77194449519729,-73.94772518145112,104,95.0,0,0,1.0,0,0,0,0,90.99999999999997
1,1,1,0,1,1,1,0,1,62,1,30,40.68708130409078,-73.94533598425829,1,100.0,0,0,1.0,0,0,0,1,45.000000000000014
1,2,1,0,1,1,1,0,2,73,1,25,40.75335299820917,-73.97285295179357,0,96.0,1,0,1.0,0,1,1,1,179.99999999999986
1,1,1,0,1,2,1,0,2,64,1,25,40.79893153531875,-73.96248725390387,67,95.0,0,0,1.0,0,0,0,0,89.99999999999967
1,1,1,0,1,1,1,0,1,51,1,30,40.77672529904856,-73.95077556091839,7,90.0,0,0,1.0,0,0,0,1,100.00000000000004
2,1,1,1,1,1,1,0,2,59,0,25,40.70462526553639,-73.9244492179176,11,98.0,0,0,1.0,0,0,0,0,64.99999999999999
1,1,2,0,1,0,0,0,1,89,1,33,40.7072694467477,-73.9605730915669,2,100.0,0,1,1.0,0,0,0,1,64.00000000000003
1,1,0,0,1,2,0,0,2,28,1,25,40.68428101644108,-73.94916017964151,0,96.0,0,0,1.0,0,1,1,1,48.99999999999999
1,2,1,0,1,2,1,0,1,76,1,41,40.7353313404006,-73.98383721421523,5,88.0,0,0,1.0,0,0,0,1,139.00000000000009
2,2,1,0,1,1,0,0,1,53,1,25,40.6773076476761,-74.01120227024926,32,96.0,0,0,1.0,0,0,0,0,160.00000000000023
2,1,1,0,1,2,1,0,2,32,0,25,40.74819136464853,-73.97201196369501,1,100.0,0,0,0.9,0,0,0,0,199.99999999999991
1,2,1,0,1,1,0,0,1,44,1,25,40.72808480148094,-73.98763439401735,5,100.0,0,0,1.0,0,0,0,0,199.99999999999991
1,1,0,0,1,0,0,0,2,40,1,25,40.69392957143295,-73.9628354437771,0,96.0,0,0,0.9,0,1,1,0,79.99999999999997
1,1,1,0,1,1,1,0,1,54,1,25,40.66349038298958,-73.98505382172766,0,96.0,0,0,1.0,0,1,1,1,55.000000000000014
1,1,0,0,1,1,0,0,2,25,1,25,40.69653177056001,-73.91491988307484,1,100.0,0,0,1.0,0,0,0,0,69.00000000000001
1,1,1,0,1,2,1,0,2,26,0,25,40.649906335430046,-73.93715565371471,4,90.0,0,0,1.0,0,0,0,0,39.99999999999998
1,2,4,2,1,1,1,0,1,75,1,36,40.68015019456548,-73.93550009160452,3,90.0,3,2,1.0,0,0,0,1,160.00000000000023
1,2,3,0,1,0,0,0,1,46,1,45,40.7362518748518,-74.0039065497536,1,100.0,0,1,1.0,0,0,0,1,150.00000000000009
1,2,1,0,1,2,1,0,1,51,0,25,40.76295446961888,-73.95724960208794,0,96.0,0,0,1.0,0,1,1,0,155.00000000000003
1,2,1,0,1,1,1,0,1,66,0,25,40.71694248249999,-73.98244379100494,3,100.0,0,0,1.0,0,0,0,0,175.00000000000006
2,1,1,0,1,0,1,0,1,96,0,25,40.7015412475039,-73.83102465170005,51,88.0,0,0,1.0,0,0,0,0,59.999999999999986
1,1,1,0,1,1,0,0,1,47,0,25,40.71388553697665,-73.9888880961807,0,96.0,0,0,1.0,0,1,1,1,79.99999999999997
1,1,0,0,1,1,1,0,2,66,1,25,40.6923314763805,-73.91232480421921,0,96.0,3,0,1.0,0,1,1,1,41.00000000000004
1,1,0,2,1,1,0,0,1,50,1,25,40.7411137640888,-73.97959172173384,0,96.0,0,0,1.0,0,1,1,1,70.00000000000003
1,2,3,0,1,0,1,0,1,84,1,25,40.73076677707186,-74.00002443229306,4,100.0,0,0,1.0,0,0,0,0,214.0000000000001
1,2,3,0,1,2,1,0,1,63,1,25,40.7322393495926,-73.95274473079266,1,80.0,2,1,1.0,0,0,0,0,10.000000000000002
1,1,1,0,1,1,0,0,1,78,1,25,40.695806807151214,-73.95454111868955,0,96.0,0,0,1.0,0,1,1,0,64.99999999999999
1,2,1,0,1,1,0,0,1,54,1,38,40.71786270041081,-74.00008971252225,16,88.0,2,0,1.0,0,0,0,1,104.99999999999997
2,1,1,1,0,0,1,0,1,51,1,45,40.67552745919984,-73.94194742316401,1,100.0,0,0,1.0,0,0,0,1,50.00000000000004
1,2,4,0,1,1,1,0,1,62,0,27,40.71433646817099,-73.96084655673735,4,100.0,3,1,1.0,0,0,0,1,249.9999999999999
1,1,1,1,1,1,1,0,1,95,1,26,40.794939663287074,-73.94556848194732,11,94.0,0,0,1.0,0,0,0,0,110.00000000000004
1,2,1,0,1,0,1,0,1,107,1,25,40.68805525314852,-73.95491323737454,11,100.0,0,0,1.0,0,0,0,0,199.99999999999991
1,1,1,0,1,2,1,0,2,54,1,29,40.78941447470696,-73.94881300613011,8,98.0,0,0,1.0,0,0,0,0,59.999999999999986
1,2,3,0,1,1,0,0,1,52,1,25,40.76593695074817,-73.98510148248897,0,96.0,0,2,1.0,0,1,1,1,199.99999999999991
1,1,0,0,1,2,1,0,1,72,1,25,40.74880811329275,-73.97233912037028,31,90.0,0,0,1.0,0,0,0,0,142.99999999999994
1,2,1,0,1,2,1,0,1,106,1,25,40.71605389295839,-73.95436955862284,5,88.0,0,0,1.0,0,0,0,0,104.99999999999997
1,2,3,2,1,0,0,0,1,63,1,38,40.71992603085567,-73.95588017881677,2,100.0,2,1,1.0,0,0,0,1,125.00000000000004
1,2,2,0,1,2,1,0,1,88,1,26,40.73946521183951,-73.9859310490235,44,98.0,1,0,1.0,0,0,0,0,169.9999999999999
1,1,0,0,1,1,1,0,1,61,1,25,40.69206461645362,-73.92335795922274,0,96.0,0,0,1.0,0,1,1,1,39.99999999999998
1,2,1,0,1,1,0,0,2,52,1,52,40.661362066889865,-73.9843665548803,1,100.0,0,1,1.0,0,0,0,1,198.99999999999997
1,2,1,0,1,0,1,0,1,74,1,40,40.72883545675989,-73.98276818126101,6,93.0,0,0,1.0,0,0,0,1,175.00000000000006
2,2,3,0,1,0,1,0,1,103,0,25,40.70788524660124,-73.967549042608,0,96.0,1,0,1.0,0,1,1,0,179.99999999999986
1,1,1,0,1,2,1,0,1,58,1,26,40.69089834366197,-73.95078439765217,83,83.0,0,0,0.98,0,0,0,0,64.99999999999999
1,1,0,0,1,1,1,0,1,53,1,38,40.691134385415246,-73.91500649232077,2,90.0,0,0,0.0,0,0,0,0,59.999999999999986
1,1,1,0,1,0,1,0,2,44,1,25,40.64393969934547,-73.9952384847786,4,100.0,0,0,1.0,0,0,0,0,150.00000000000009
1,1,0,0,1,2,1,0,2,51,0,25,40.71345654464443,-73.9919650054231,6,100.0,0,0,1.0,0,0,0,0,119.99999999999997
1,2,1,0,1,2,0,0,1,71,1,24,40.781155736844674,-73.98103950589116,7,100.0,0,0,1.0,0,0,0,0,175.00000000000006
1,2,1,0,1,1,0,0,1,54,0,25,40.708009160542815,-73.90110029450877,27,96.0,1,0,1.0,0,0,0,0,150.00000000000009
1,2,1,0,1,2,1,0,1,83,0,25,40.74750572482925,-73.97435630601728,76,86.0,1,0,1.0,0,0,0,0,155.00000000000003
1,2,1,0,1,0,1,0,1,84,1,25,40.68736170370075,-73.97495621105881,170,91.0,0,0,1.0,0,0,0,0,150.00000000000009
1,1,1,0,1,1,0,0,2,37,0,37,40.6925093852126,-73.92478282504185,1,100.0,0,0,1.0,0,0,0,1,25.000000000000007
1,2,1,0,1,2,1,0,1,69,1,25,40.77320456319698,-73.98767778126748,7,94.0,1,0,1.0,0,0,0,0,147.99999999999994
1,2,3,0,1,1,1,0,1,71,1,45,40.72483999228912,-73.9471986157136,1,100.0,2,1,1.0,0,0,0,1,100.00000000000004
0,2,2,1,1,0,1,0,1,105,1,48,40.679898394685374,-73.96416285184529,6,90.0,2,1,1.0,0,0,0,0,55.000000000000014
